R,OptFlux,MinSumFlux,Constraint,Minset,MinActFlux1,MinActFlux2,MinActFlux3,MinActFlux4,MinActFlux5,MinActFlux6,MinActFlux7,MinActFlux8,MinActFlux9,MinActFlux10,MinActFlux11,MinActFlux12,MinActFlux13,MinActFlux14,MinActFlux15,MinActFlux16,MinActFlux17,MinActFlux18,MinActFlux19,MinActFlux20,MinActFlux21,MinActFlux22,MinActFlux23,MinActFlux24,MinActFlux25,MinActFlux26,MinActFlux27,MinActFlux28,MinActFlux29,MinActFlux30,MinActFlux31,MinActFlux32,MinActFlux33,MinActFlux34,MinActFlux35,MinActFlux36,MinActFlux37,MinActFlux38,MinActFlux39,MinActFlux40,MinActFlux41,MinActFlux42,MinActFlux43,MinActFlux44,MinActFlux45,MinActFlux46,MinActFlux47,MinActFlux48,MinActFlux49,MinActFlux50,MinActFlux51,MinActFlux52,MinActFlux53,MinActFlux54,MinActFlux55,MinActFlux56,MinActFlux57,MinActFlux58,MinActFlux59,MinActFlux60,MinActFlux61,MinActFlux62,MinActFlux63,MinActFlux64,MinActFlux65,MinActFlux66,MinActFlux67,MinActFlux68,MinActFlux69,MinActFlux70,MinActFlux71,MinActFlux72,MinActFlux73,MinActFlux74,MinActFlux75,MinActFlux76,MinActFlux77,MinActFlux78,MinActFlux79,MinActFlux80,MinActFlux81,MinActFlux82,MinActFlux83,MinActFlux84,MinActFlux85,MinActFlux86,MinActFlux87,MinActFlux88,MinActFlux89,MinActFlux90,MinActFlux91,MinActFlux92,MinActFlux93,MinActFlux94,MinActFlux95,MinActFlux96,MinActFlux97,MinActFlux98,MinActFlux99,MinActFlux100,MinActFlux101,MinActFlux102,MinActFlux103,MinActFlux104,MinActFlux105,MinActFlux106,MinActFlux107,MinActFlux108,MinActFlux109,MinActFlux110,MinActFlux111,MinActFlux112,MinActFlux113,MinActFlux114,MinActFlux115,MinActFlux116,MinActFlux117,MinActFlux118,MinActFlux119,MinActFlux120,MinActFlux121,MinActFlux122,MinActFlux123,MinActFlux124,MinActFlux125,MinActFlux126,MinActFlux127,MinActFlux128
R_KAS3_bulg,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_EX_for_e_,1202.71413812,1202.71413812,1,0,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812,1202.71413812
R_ALAR_ther,194.593788253,194.593788253,0,0,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825,194.59378825
R_CYTDK1_bulg,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_NDPK8_ther,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_PTAr_bulg,-392.476217095,-392.476217095,0,0,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606,-702.5407606
R_GPDDA3_bulg,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_TRPt6_ther,63.1499306204,63.1499306204,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.26700021,-13.26700021,-13.26700021,0.0,-13.26700021,-13.26700021,0.0,-13.26700021,0.0,0.0,0.0,0.0,-13.26700021,0.0,-13.26700021,0.0,-13.26700021,0.0,0.0,-13.26700021,0.0,-13.26700021,0.0,-13.26700021,-13.26700021,0.0,-13.26700021,0.0,-13.26700021,0.0,-13.26700021,0.0,-13.26700021,0.0,0.0,-13.26700021,0.0,-13.26700021,-13.26700021,0.0,-13.26700021,-13.26700021,0.0,0.0,-13.26700021,-13.26700021,0.0,-13.26700021,0.0,-13.26700021,0.0,-13.26700021,0.0,0.0,-13.26700021,0.0,-13.26700021,0.0,0.0,-13.26700021,-13.26700021,-13.26700021,0.0,-13.26700021,-13.26700021,0.0,-13.26700021,-13.26700021,-13.26700021,-13.26700021,0.0,0.0,-13.26700021,-13.26700021,-13.26700021,0.0,0.0,0.0,-13.26700021,-13.26700021,0.0,-13.26700021,0.0,0.0,-13.26700021,0.0,-13.26700021,-13.26700021,0.0,-13.26700021,0.0,0.0,-13.26700021,-13.26700021,0.0,-13.26700021,-13.26700021,-13.26700021,0.0,-13.26700021,0.0,0.0,-13.26700021,-13.26700021,0.0,0.0,-13.26700021,-13.26700021,0.0,0.0,0.0,-13.26700021,0.0,-13.26700021,-13.26700021,-13.26700021,-13.26700021,-13.26700021
R_AGPR_ther,0.0,0.0,0,0,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754,-30.90315754
R_VALTA_bulg,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_MOADCST_bulg,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_TDPDRE_ther,142.912411418,142.912411418,0,0,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142,142.91241142
R_PROt6_bulg,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_TDMAT6_ther,109.611833518,109.611833518,0,0,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352,109.61183352
R_DNMPPA_ther,0.00859034616175,0.00859034616175,0,0,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495,0.01101495
R_BTMAT1_bulg,46.6735740428,46.6735740428,0,0,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465,86.67949465
R_IPDDI_ther,0.0103709604683,0.0103709604683,0,0,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096,0.01037096
R_MCMAT3_ther,110.162646752,110.162646752,0,0,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675,110.16264675
